id,name,sex,class,date,japanese,math,english,science,social,total,average,animal,tea
S0347,石井 知実,女,3-B,2024-06,47,65,73,87,52,324,64.8,犬派,抹茶
S0348,佐藤 太郎,男,2-C,2024-06,76,72,72,84,74,378,75.6,犬派,抹茶
S0349,橋本 くみ子,女,1-B,2024-06,56,53,52,36,61,258,51.6,猫派,抹茶
S0350,太田 直樹,男,3-C,2024-06,63,74,84,71,84,376,75.2,猫派,抹茶
S0351,佐藤 春香,女,1-C,2024-06,100,91,91,99,100,481,96.2,猫派,玉露
S0352,佐藤 明美,女,2-C,2024-06,100,81,87,93,78,439,87.8,猫派,玉露
S0353,松田 翼,男,2-A,2024-06,58,53,60,74,74,319,63.8,猫派,抹茶
S0354,太田 学,男,1-D,2024-06,81,80,73,72,72,378,75.6,犬派,抹茶
S0355,池田 さゆり,女,1-D,2024-06,46,79,71,55,82,333,66.6,犬派,抹茶
S0356,佐藤 直人,男,2-A,2024-06,60,71,63,74,57,325,65,犬派,抹茶
S0357,清水 舞,女,2-C,2024-06,87,100,72,84,98,441,88.2,犬派,玉露
S0358,鈴木 さゆり,女,3-C,2024-06,63,64,52,52,66,297,59.4,猫派,抹茶
S0359,佐藤 稔,男,3-B,2024-06,73,58,67,64,53,315,63,猫派,抹茶
S0360,石井 さゆり,女,1-C,2024-06,52,30,36,38,39,195,39,猫派,煎茶
S0361,山本 稔,男,3-A,2024-06,84,83,94,90,77,428,85.6,犬派,玉露
S0362,林 千代,女,3-C,2024-06,44,52,40,53,51,240,48,犬派,煎茶
S0363,渡辺 明美,女,1-B,2024-06,17,3,28,42,12,102,20.4,犬派,煎茶
S0364,田中 直人,男,1-C,2024-06,48,39,39,55,45,226,45.2,犬派,煎茶
S0365,長谷川 直子,女,1-A,2024-06,26,69,58,43,48,244,48.8,犬派,煎茶
S0366,太田 和也,男,3-B,2024-06,67,54,57,67,77,322,64.4,猫派,抹茶
S0367,伊藤 加奈,女,2-C,2024-06,93,77,74,61,81,386,77.2,猫派,抹茶
S0368,加藤 幹,女,3-B,2024-06,72,67,88,82,88,397,79.4,猫派,抹茶
S0369,西村 美加子,女,3-A,2024-06,48,67,55,50,50,270,54,犬派,抹茶
S0370,山田 里佳,女,3-D,2024-06,79,68,77,74,61,359,71.8,猫派,抹茶
S0371,清水 七夏,女,1-C,2024-06,52,43,51,71,56,273,54.6,犬派,抹茶
S0372,鈴木 修平,男,2-D,2024-06,77,49,48,70,65,309,61.8,猫派,抹茶
S0373,坂本 直樹,男,2-A,2024-06,76,71,56,44,62,309,61.8,猫派,抹茶
S0374,鈴木 花子,女,3-C,2024-06,81,90,88,69,82,410,82,猫派,玉露
S0375,青木 充,男,2-C,2024-06,67,71,79,76,85,378,75.6,猫派,抹茶
S0376,藤井 篤司,男,1-D,2024-06,66,70,75,89,71,371,74.2,犬派,抹茶
S0377,小林 淳,男,3-B,2024-06,48,36,31,44,53,212,42.4,猫派,煎茶
S0378,小林 陽一,男,1-C,2024-06,66,68,69,54,50,307,61.4,猫派,抹茶
S0379,鈴木 学,男,1-B,2024-06,63,61,45,76,44,289,57.8,犬派,抹茶
S0380,山口 聡太郎,男,3-B,2024-06,100,86,77,77,82,422,84.4,猫派,玉露
S0381,森 零,男,1-C,2024-06,74,67,89,92,100,422,84.4,猫派,玉露
S0382,中村 陽一,男,3-A,2024-06,47,60,50,47,57,261,52.2,犬派,抹茶
S0383,佐々木 加奈,女,1-B,2024-06,69,48,45,58,35,255,51,犬派,抹茶
S0384,斎藤 あすか,女,1-A,2024-06,53,74,73,70,75,345,69,犬派,抹茶
S0385,伊藤 学,男,1-A,2024-06,70,91,76,80,83,400,80,犬派,玉露
S0386,青木 陽子,女,1-C,2024-06,100,81,79,73,77,410,82,猫派,玉露
S0387,鈴木 亮介,男,1-C,2024-06,65,49,59,64,60,297,59.4,猫派,抹茶
S0388,山本 直樹,男,1-D,2024-06,63,55,27,46,70,261,52.2,猫派,抹茶
S0389,佐藤 聡太郎,男,3-A,2024-06,97,100,84,89,100,470,94,犬派,玉露
S0390,鈴木 美加子,女,2-C,2024-06,77,74,88,87,82,408,81.6,猫派,玉露
S0391,西村 裕太,男,2-B,2024-06,67,77,59,62,56,321,64.2,犬派,抹茶
S0392,後藤 洋介,男,3-C,2024-06,81,92,87,100,92,452,90.4,犬派,玉露
S0393,山本 七夏,女,3-A,2024-06,53,38,40,35,44,210,42,猫派,煎茶
S0394,木村 裕樹,男,2-D,2024-06,66,67,73,49,58,313,62.6,猫派,抹茶
S0395,加藤 舞,女,3-A,2024-06,98,89,78,94,100,459,91.8,猫派,玉露
S0396,山下 直子,女,3-D,2024-06,100,100,100,94,100,494,98.8,猫派,玉露
S0397,田中 亮介,男,1-C,2024-06,63,87,53,66,46,315,63,犬派,抹茶
S0398,池田 涼平,男,1-B,2024-06,61,85,72,60,53,331,66.2,犬派,抹茶
S0399,佐藤 加奈,女,3-C,2024-06,57,59,50,64,43,273,54.6,犬派,抹茶
S0400,鈴木 七夏,女,3-C,2024-06,28,38,39,13,20,138,27.6,猫派,煎茶
S0401,佐藤 陽子,女,3-D,2024-06,74,81,73,69,71,368,73.6,犬派,抹茶
S0402,池田 英樹,男,3-A,2024-06,84,97,89,100,92,462,92.4,犬派,玉露
S0403,藤田 康弘,男,2-D,2024-06,80,100,82,61,84,407,81.4,猫派,玉露
S0404,林 翼,男,2-C,2024-06,65,62,53,46,56,282,56.4,猫派,抹茶
S0405,高橋 さゆり,女,2-D,2024-06,68,65,89,55,57,334,66.8,猫派,抹茶
S0406,阿部 康弘,男,2-D,2024-06,66,77,64,87,73,367,73.4,犬派,抹茶
S0407,阿部 直子,女,3-C,2024-06,55,73,62,62,56,308,61.6,犬派,抹茶
S0408,田中 裕美子,女,1-D,2024-06,62,82,76,67,67,354,70.8,犬派,抹茶
S0409,井上 裕太,男,1-A,2024-06,71,61,52,63,70,317,63.4,猫派,抹茶
S0410,加藤 稔,男,2-A,2024-06,67,56,77,53,60,313,62.6,猫派,抹茶
S0411,中川 直子,女,1-A,2024-06,70,76,71,45,70,332,66.4,猫派,抹茶
S0412,山口 美加子,女,3-A,2024-06,51,61,43,66,51,272,54.4,犬派,抹茶
S0413,石川 さゆり,女,2-D,2024-06,100,100,100,96,89,485,97,犬派,玉露
S0414,吉田 零,男,2-C,2024-06,65,87,69,68,57,346,69.2,犬派,抹茶
S0415,山田 くみ子,女,1-B,2024-06,64,80,82,68,85,379,75.8,猫派,抹茶
S0416,中島 翼,男,3-D,2024-06,51,81,56,70,70,328,65.6,犬派,抹茶
S0417,山下 陽一,男,1-C,2024-06,79,66,92,85,80,402,80.4,猫派,玉露
S0418,岡田 香織,女,1-C,2024-06,40,56,29,53,36,214,42.8,犬派,煎茶
S0419,石井 太郎,男,2-A,2024-06,42,59,68,60,61,290,58,犬派,抹茶
S0420,長谷川 裕美子,女,1-B,2024-06,79,77,45,81,80,362,72.4,犬派,抹茶
S0421,山口 結衣,女,3-C,2024-06,44,66,67,60,66,303,60.6,犬派,抹茶
S0422,橋本 知実,女,2-A,2024-06,100,87,89,77,81,434,86.8,猫派,玉露
S0423,坂本 学,男,1-D,2024-06,79,76,87,53,54,349,69.8,猫派,抹茶
S0424,佐々木 京助,男,1-A,2024-06,100,86,41,79,89,395,79,犬派,抹茶
S0425,橋本 裕太,男,3-B,2024-06,58,75,70,64,55,322,64.4,犬派,抹茶
S0426,岡本 真綾,女,2-D,2024-06,70,62,63,47,55,297,59.4,猫派,抹茶
S0427,渡辺 知実,女,1-C,2024-06,70,83,85,85,86,409,81.8,犬派,玉露
S0428,福田 あすか,女,3-C,2024-06,73,64,70,86,67,360,72,犬派,抹茶
S0429,山田 直人,男,1-B,2024-06,43,35,42,64,47,231,46.2,犬派,煎茶
S0430,鈴木 和也,男,3-A,2024-06,38,48,25,53,29,193,38.6,犬派,煎茶
S0431,林 智也,男,2-D,2024-06,59,58,63,71,63,314,62.8,犬派,抹茶
S0432,岡田 幹,女,2-D,2024-06,65,62,54,61,53,295,59,犬派,抹茶
S0433,佐藤 さゆり,女,2-B,2024-06,65,61,64,63,48,301,60.2,犬派,抹茶
S0434,山田 太一,男,2-D,2024-06,82,94,83,88,88,435,87,犬派,玉露
S0435,佐藤 晃,男,2-D,2024-06,65,66,88,85,74,378,75.6,猫派,抹茶
S0436,斎藤 明美,女,1-B,2024-06,61,100,88,81,76,406,81.2,犬派,玉露
S0437,前田 花子,女,3-A,2024-06,47,59,52,52,46,256,51.2,犬派,抹茶
S0438,斉藤 修平,男,1-C,2024-06,69,79,78,76,100,402,80.4,猫派,玉露
S0439,佐藤 涼平,男,1-C,2024-06,69,86,81,68,68,372,74.4,犬派,抹茶
S0440,井上 裕美子,女,2-A,2024-06,83,66,86,79,88,402,80.4,猫派,玉露
S0441,森 零,男,2-D,2024-06,84,100,75,100,77,436,87.2,犬派,玉露
S0442,小林 聡太郎,男,1-D,2024-06,63,65,98,64,77,367,73.4,猫派,抹茶
S0443,鈴木 稔,男,3-C,2024-06,75,61,69,72,59,336,67.2,猫派,抹茶
S0444,山田 晃,男,2-A,2024-06,100,100,100,100,99,499,99.8,犬派,玉露
S0445,石井 裕美子,女,1-D,2024-06,100,95,100,89,85,469,93.8,猫派,玉露
S0446,藤原 聡太郎,男,2-D,2024-06,69,73,53,63,37,295,59,犬派,抹茶
S0447,中島 真綾,女,3-D,2024-06,59,61,40,49,52,261,52.2,犬派,抹茶
S0448,藤田 里佳,女,1-D,2024-06,100,87,83,71,87,428,85.6,猫派,玉露
S0449,後藤 陽一,男,2-B,2024-06,100,100,100,94,97,491,98.2,猫派,玉露
S0450,林 結衣,女,3-C,2024-06,73,82,81,77,62,375,75,犬派,抹茶
S0451,山本 陽一,男,2-A,2024-06,46,57,35,55,69,262,52.4,犬派,抹茶
S0452,鈴木 京助,男,2-D,2024-06,76,73,88,83,77,397,79.4,猫派,抹茶
S0453,小林 智也,男,2-C,2024-06,61,58,69,73,47,308,61.6,犬派,抹茶
S0454,鈴木 花子,女,1-C,2024-06,65,53,40,61,55,274,54.8,犬派,抹茶
S0455,藤田 治,男,1-A,2024-06,100,100,88,100,100,488,97.6,犬派,玉露
S0456,藤原 拓真,男,2-C,2024-06,100,93,82,88,76,439,87.8,犬派,玉露
S0457,渡辺 治,男,1-A,2024-06,60,55,53,48,38,254,50.8,犬派,抹茶
S0458,後藤 直人,男,2-B,2024-06,76,62,67,88,84,377,75.4,猫派,抹茶
S0459,橋本 洋介,男,3-B,2024-06,46,62,45,45,58,256,51.2,犬派,抹茶
S0460,木村 淳,男,1-D,2024-06,94,82,91,99,84,450,90,犬派,玉露
S0461,山本 裕美子,女,3-D,2024-06,76,84,85,60,61,366,73.2,猫派,抹茶
S0462,阿部 桃子,女,3-C,2024-06,55,43,49,61,58,266,53.2,猫派,抹茶
S0463,佐藤 康弘,男,2-A,2024-06,58,31,33,30,36,188,37.6,猫派,煎茶
S0464,田中 幹,女,2-C,2024-06,47,31,57,58,78,271,54.2,猫派,抹茶
S0465,坂本 裕美子,女,3-A,2024-06,72,65,76,81,72,366,73.2,猫派,抹茶
S0466,鈴木 裕美子,女,3-A,2024-06,89,67,52,79,74,361,72.2,犬派,抹茶
S0467,長谷川 花子,女,2-D,2024-06,48,34,48,63,42,235,47,犬派,煎茶
S0468,松本 太一,男,1-C,2024-06,73,71,100,89,92,425,85,猫派,玉露
S0469,渡辺 桃子,女,1-A,2024-06,82,95,94,74,100,445,89,猫派,玉露
S0470,鈴木 さゆり,女,2-A,2024-06,76,91,87,100,75,429,85.8,犬派,玉露
S0471,長谷川 美加子,女,3-B,2024-06,100,100,100,100,100,500,100,猫派,玉露
S0472,林 加奈,女,3-D,2024-06,53,65,61,57,57,293,58.6,犬派,抹茶
S0473,斎藤 洋介,男,1-D,2024-06,70,76,87,81,68,382,76.4,犬派,抹茶
S0474,中村 晃,男,2-A,2024-06,74,79,62,64,62,341,68.2,犬派,抹茶
S0475,佐々木 涼平,男,1-B,2024-06,64,66,70,59,46,305,61,犬派,抹茶
S0476,鈴木 あすか,女,2-B,2024-06,81,80,67,78,68,374,74.8,犬派,抹茶
S0477,中島 美加子,女,2-C,2024-06,72,72,61,87,74,366,73.2,犬派,抹茶
S0478,石井 香織,女,2-C,2024-06,63,54,65,67,74,323,64.6,猫派,抹茶
S0479,近藤 翔太,男,3-C,2024-06,57,49,65,56,77,304,60.8,猫派,抹茶
S0480,松田 太一,男,2-A,2024-06,77,69,74,63,60,343,68.6,猫派,抹茶
S0481,鈴木 あすか,女,2-C,2024-06,75,50,65,88,75,353,70.6,猫派,抹茶
S0482,小林 稔,男,2-A,2024-06,86,88,100,99,92,465,93,犬派,玉露
S0483,伊藤 太一,男,2-C,2024-06,62,76,35,65,46,284,56.8,犬派,抹茶
S0484,田中 七夏,女,1-A,2024-06,67,52,64,48,69,300,60,猫派,抹茶
S0485,井上 花子,女,3-D,2024-06,97,100,100,100,100,497,99.4,犬派,玉露
S0486,山田 春香,女,1-A,2024-06,78,88,50,90,71,377,75.4,犬派,抹茶
S0487,吉田 美加子,女,3-C,2024-06,72,49,75,63,79,338,67.6,猫派,抹茶
S0488,高橋 翔太,男,2-C,2024-06,38,56,62,63,45,264,52.8,犬派,抹茶
S0489,藤原 京助,男,1-C,2024-06,42,50,50,61,41,244,48.8,犬派,煎茶
S0490,小川 さゆり,女,1-B,2024-06,54,44,45,49,54,246,49.2,猫派,煎茶
S0491,佐々木 直人,男,1-A,2024-06,81,75,63,67,75,361,72.2,猫派,抹茶
S0492,池田 桃子,女,1-A,2024-06,68,60,63,73,62,326,65.2,犬派,抹茶
S0493,中村 桃子,女,3-B,2024-06,70,69,74,84,64,361,72.2,犬派,抹茶
S0494,山本 くみ子,女,1-B,2024-06,72,54,61,53,42,282,56.4,猫派,抹茶
S0495,中村 直樹,男,3-B,2024-06,84,72,58,74,65,353,70.6,犬派,抹茶
S0496,山田 花子,女,1-D,2024-06,29,35,42,48,37,191,38.2,犬派,煎茶
S0497,伊藤 加奈,女,3-B,2024-06,71,100,96,80,90,437,87.4,犬派,玉露
S0498,渡辺 明美,女,3-C,2024-06,93,77,71,73,87,401,80.2,猫派,玉露
S0499,山崎 陽子,女,1-B,2024-06,11,50,43,41,28,173,34.6,犬派,煎茶
S0500,小川 加奈,女,2-B,2024-06,38,47,38,53,34,210,42,犬派,煎茶
S0501,近藤 さゆり,女,3-D,2024-06,69,58,58,55,53,293,58.6,猫派,抹茶
S0502,近藤 裕美子,女,2-D,2024-06,80,77,69,73,91,390,78,猫派,抹茶
S0503,佐藤 里佳,女,1-B,2024-06,67,49,46,58,28,248,49.6,犬派,煎茶
S0504,佐藤 涼平,男,2-A,2024-06,100,100,69,98,100,467,93.4,犬派,玉露
S0505,太田 幹,女,2-A,2024-06,79,100,100,93,78,450,90,犬派,玉露
S0506,阿部 晃,男,2-A,2024-06,92,81,70,92,74,409,81.8,犬派,玉露
S0507,木村 直人,男,2-D,2024-06,91,59,85,73,74,382,76.4,猫派,抹茶
S0508,山田 浩,男,2-A,2024-06,70,65,59,90,73,357,71.4,犬派,抹茶
S0509,阿部 涼平,男,2-C,2024-06,73,66,85,81,76,381,76.2,猫派,抹茶
S0510,山本 京助,男,2-A,2024-06,64,85,87,82,70,388,77.6,犬派,抹茶
S0511,佐藤 くみ子,女,3-C,2024-06,86,83,90,63,62,384,76.8,猫派,抹茶
S0512,高橋 晃,男,2-A,2024-06,76,70,68,84,71,369,73.8,犬派,抹茶
S0513,青木 結衣,女,1-A,2024-06,40,54,81,42,48,265,53,猫派,抹茶
S0514,松田 舞,女,1-C,2024-06,100,100,100,96,100,496,99.2,猫派,玉露
S0515,田中 涼平,男,1-A,2024-06,47,78,56,53,58,292,58.4,犬派,抹茶
S0516,山本 あすか,女,2-B,2024-06,85,76,88,92,83,424,84.8,猫派,玉露
S0517,高橋 あすか,女,2-A,2024-06,76,64,82,58,58,338,67.6,猫派,抹茶
S0518,岡田 淳,男,1-C,2024-06,54,56,43,57,62,272,54.4,犬派,抹茶
S0519,佐藤 洋介,男,1-D,2024-06,42,53,37,44,58,234,46.8,犬派,煎茶
S0520,中村 洋介,男,2-B,2024-06,100,95,91,100,100,486,97.2,犬派,玉露
S0521,石川 加奈,女,1-A,2024-06,61,46,44,51,62,264,52.8,猫派,抹茶
S0522,松本 亮介,男,2-D,2024-06,77,78,79,73,80,387,77.4,猫派,抹茶
S0523,佐藤 和也,男,1-D,2024-06,66,68,67,67,64,332,66.4,犬派,抹茶
S0524,山本 涼平,男,3-B,2024-06,64,96,100,81,80,421,84.2,犬派,玉露
S0525,小林 稔,男,2-D,2024-06,80,82,90,81,98,431,86.2,猫派,玉露
S0526,渡辺 翼,男,3-C,2024-06,61,60,74,69,52,316,63.2,犬派,抹茶
S0527,福田 洋介,男,3-D,2024-06,59,44,47,40,57,247,49.4,猫派,煎茶
S0528,山田 翼,男,3-A,2024-06,59,60,62,66,57,304,60.8,犬派,抹茶
S0529,山下 結衣,女,1-A,2024-06,40,59,57,51,59,266,53.2,犬派,抹茶
S0530,渡辺 桃子,女,2-A,2024-06,93,67,79,92,98,429,85.8,猫派,玉露
S0531,田中 裕美子,女,2-C,2024-06,71,44,69,54,73,311,62.2,猫派,抹茶
S0532,伊藤 涼平,男,2-A,2024-06,59,61,47,45,68,280,56,猫派,抹茶
S0533,藤井 美加子,女,1-A,2024-06,90,72,89,74,88,413,82.6,猫派,玉露
S0534,森 陽子,女,1-A,2024-06,90,100,85,84,87,446,89.2,犬派,玉露
S0535,高橋 里佳,女,3-C,2024-06,45,46,47,52,35,225,45,犬派,煎茶
S0536,加藤 洋介,男,3-D,2024-06,64,32,58,49,54,257,51.4,猫派,抹茶
S0537,山崎 陽子,女,3-B,2024-06,92,99,93,92,91,467,93.4,犬派,玉露
S0538,三浦 太郎,男,1-D,2024-06,73,69,81,82,62,367,73.4,犬派,抹茶
S0539,斎藤 健一,男,2-B,2024-06,57,76,51,89,66,339,67.8,犬派,抹茶
S0540,松田 健一,男,1-A,2024-06,54,62,65,54,42,277,55.4,犬派,抹茶
S0541,清水 結衣,女,2-D,2024-06,54,61,62,53,61,291,58.2,猫派,抹茶
S0542,坂本 陽子,女,2-A,2024-06,100,100,90,100,100,490,98,犬派,玉露
S0543,吉田 智也,男,2-C,2024-06,92,83,78,69,76,398,79.6,猫派,抹茶
S0544,清水 京助,男,3-C,2024-06,75,75,82,81,72,385,77,犬派,抹茶
S0545,高橋 加奈,女,1-C,2024-06,61,79,60,54,62,316,63.2,犬派,抹茶
S0546,高橋 春香,女,2-D,2024-06,84,92,82,92,81,431,86.2,犬派,玉露
S0547,山崎 幹,女,2-B,2024-06,100,100,100,100,100,500,100,猫派,玉露
S0548,石川 あすか,女,3-D,2024-06,59,54,77,69,77,336,67.2,猫派,抹茶
S0549,藤田 明美,女,3-C,2024-06,69,44,42,54,73,282,56.4,猫派,抹茶
S0550,山崎 亮介,男,3-D,2024-06,54,66,63,77,55,315,63,犬派,抹茶
S0551,石井 翔太,男,2-B,2024-06,52,59,52,45,83,291,58.2,猫派,抹茶
S0552,伊藤 舞,女,2-A,2024-06,96,62,66,62,64,350,70,猫派,抹茶
S0553,松本 裕太,男,2-C,2024-06,88,91,96,94,73,442,88.4,犬派,玉露
S0554,青木 あすか,女,2-D,2024-06,63,99,69,63,68,362,72.4,犬派,抹茶
S0555,伊藤 翼,男,3-D,2024-06,63,70,60,53,60,306,61.2,犬派,抹茶
S0556,山本 千代,女,2-A,2024-06,51,59,51,52,53,266,53.2,犬派,抹茶
S0557,佐々木 桃子,女,3-D,2024-06,99,68,100,73,91,431,86.2,猫派,玉露
S0558,藤田 七夏,女,3-A,2024-06,80,62,55,65,78,340,68,猫派,抹茶
S0559,渡辺 京助,男,3-D,2024-06,89,98,91,99,80,457,91.4,犬派,玉露
S0560,山下 陽子,女,3-B,2024-06,92,100,90,94,100,476,95.2,犬派,玉露
S0561,小林 京助,男,1-D,2024-06,73,64,66,61,64,328,65.6,猫派,抹茶
S0562,青木 陽一,男,1-A,2024-06,100,76,92,85,100,453,90.6,猫派,玉露
S0563,橋本 亮介,男,3-C,2024-06,71,64,56,79,75,345,69,犬派,抹茶
S0564,佐々木 結衣,女,2-A,2024-06,69,74,83,85,63,374,74.8,犬派,抹茶
S0565,中川 太一,男,3-D,2024-06,46,62,69,57,53,287,57.4,犬派,抹茶
S0566,橋本 桃子,女,2-D,2024-06,88,76,72,68,64,368,73.6,猫派,抹茶
S0567,井上 充,男,3-B,2024-06,45,50,46,50,55,246,49.2,犬派,煎茶
S0568,小林 加奈,女,2-C,2024-06,63,74,67,71,62,337,67.4,犬派,抹茶
S0569,清水 真綾,女,1-A,2024-06,75,96,78,79,86,414,82.8,犬派,玉露
S0570,佐藤 京助,男,3-B,2024-06,91,99,88,81,76,435,87,犬派,玉露
S0571,佐々木 明美,女,3-D,2024-06,82,54,59,65,59,319,63.8,猫派,抹茶
S0572,佐藤 翔太,男,2-C,2024-06,81,60,67,47,52,307,61.4,猫派,抹茶
S0573,佐藤 千代,女,1-C,2024-06,100,86,80,88,58,412,82.4,犬派,玉露
S0574,森 香織,女,1-A,2024-06,62,81,51,67,73,334,66.8,犬派,抹茶
S0575,佐藤 直人,男,1-D,2024-06,54,67,58,49,67,295,59,猫派,抹茶
S0576,長谷川 裕樹,男,3-D,2024-06,76,64,48,64,63,315,63,犬派,抹茶
S0577,中村 涼平,男,3-C,2024-06,52,61,69,71,69,322,64.4,犬派,抹茶
S0578,前田 春香,女,3-A,2024-06,57,72,40,70,46,285,57,犬派,抹茶
S0579,太田 さゆり,女,2-B,2024-06,78,76,96,71,58,379,75.8,猫派,抹茶
S0580,西村 智也,男,2-B,2024-06,73,80,84,75,79,391,78.2,猫派,抹茶
S0581,佐藤 充,男,1-B,2024-06,90,68,65,80,62,365,73,犬派,抹茶
S0582,井上 洋介,男,2-A,2024-06,74,74,100,88,86,422,84.4,猫派,玉露
S0583,藤田 香織,女,3-C,2024-06,71,80,83,79,78,391,78.2,犬派,抹茶
S0584,小林 香織,女,3-B,2024-06,66,58,71,43,77,315,63,猫派,抹茶
S0585,山田 浩,男,1-C,2024-06,39,54,55,71,53,272,54.4,犬派,抹茶
S0586,後藤 千代,女,3-D,2024-06,71,85,93,67,74,390,78,猫派,抹茶
S0587,松田 陽子,女,2-A,2024-06,67,87,59,45,72,330,66,猫派,抹茶
S0588,岡田 学,男,2-A,2024-06,90,93,95,89,93,460,92,猫派,玉露
S0589,西村 桃子,女,2-C,2024-06,58,79,62,77,73,349,69.8,犬派,抹茶
S0590,中村 裕太,男,3-B,2024-06,87,90,83,96,69,425,85,犬派,玉露
S0591,山崎 太一,男,2-A,2024-06,69,52,35,71,67,294,58.8,犬派,抹茶
S0592,吉田 陽一,男,3-B,2024-06,81,97,93,96,87,454,90.8,犬派,玉露
S0593,鈴木 舞,女,1-B,2024-06,67,59,76,77,68,347,69.4,猫派,抹茶
S0594,山田 幹,女,3-B,2024-06,75,87,70,68,76,376,75.2,犬派,抹茶
S0595,中村 真綾,女,3-C,2024-06,70,92,66,79,68,375,75,犬派,抹茶
S0596,高橋 晃,男,2-B,2024-06,34,29,16,25,35,139,27.8,猫派,煎茶
S0597,高橋 知実,女,1-C,2024-06,62,60,58,58,58,296,59.2,猫派,抹茶
S0598,中村 直樹,男,3-B,2024-06,48,54,52,47,66,267,53.4,猫派,抹茶
S0599,橋本 洋介,男,1-C,2024-06,88,89,81,99,100,457,91.4,犬派,玉露
S0600,石井 拓真,男,1-A,2024-06,62,70,68,62,72,334,66.8,猫派,抹茶
S0601,鈴木 充,男,3-C,2024-06,76,100,68,75,86,405,81,犬派,玉露
S0602,森 京助,男,3-D,2024-06,98,93,100,100,100,491,98.2,猫派,玉露
S0603,村上 涼平,男,2-C,2024-06,60,92,39,87,78,356,71.2,犬派,抹茶
S0604,鈴木 陽子,女,2-B,2024-06,77,45,68,37,47,274,54.8,猫派,抹茶
S0605,福田 里佳,女,2-D,2024-06,45,52,44,32,57,230,46,猫派,煎茶
S0606,佐藤 洋介,男,3-A,2024-06,74,72,80,69,80,375,75,猫派,抹茶
S0607,佐々木 陽一,男,2-D,2024-06,51,72,71,64,49,307,61.4,犬派,抹茶
S0608,鈴木 結衣,女,2-B,2024-06,68,68,54,78,60,328,65.6,犬派,抹茶
S0609,吉田 直子,女,3-B,2024-06,50,53,54,65,43,265,53,犬派,抹茶
S0610,岡本 花子,女,3-C,2024-06,56,44,74,59,44,277,55.4,猫派,抹茶
S0611,渡辺 美加子,女,2-B,2024-06,95,94,86,92,67,434,86.8,犬派,玉露
S0612,渡辺 裕美子,女,3-A,2024-06,55,85,73,84,89,386,77.2,犬派,抹茶
S0613,田中 桃子,女,1-D,2024-06,24,54,72,48,61,259,51.8,猫派,抹茶
S0614,岡田 充,男,2-D,2024-06,73,87,79,84,100,423,84.6,犬派,玉露
S0615,佐藤 翼,男,1-A,2024-06,81,72,61,80,85,379,75.8,犬派,抹茶
S0616,阿部 康弘,男,2-D,2024-06,79,62,81,88,78,388,77.6,猫派,抹茶
S0617,佐藤 さゆり,女,1-B,2024-06,59,33,46,52,53,243,48.6,猫派,煎茶
S0618,岡本 あすか,女,3-C,2024-06,44,43,57,47,57,248,49.6,猫派,煎茶
S0619,坂本 稔,男,1-D,2024-06,77,80,93,65,87,402,80.4,猫派,玉露
S0620,松田 直子,女,2-C,2024-06,52,70,51,64,55,292,58.4,犬派,抹茶
S0621,鈴木 さゆり,女,1-A,2024-06,39,35,15,27,16,132,26.4,犬派,煎茶
S0622,斉藤 花子,女,3-D,2024-06,94,89,90,75,86,434,86.8,猫派,玉露
S0623,青木 稔,男,1-C,2024-06,71,79,81,65,55,351,70.2,犬派,抹茶
S0624,田中 太一,男,1-C,2024-06,64,70,75,48,60,317,63.4,猫派,抹茶
S0625,石川 裕美子,女,3-D,2024-06,68,53,50,60,49,280,56,犬派,抹茶
S0626,高橋 裕美子,女,3-A,2024-06,87,87,65,67,63,369,73.8,犬派,抹茶
S0627,近藤 直人,男,2-B,2024-06,51,65,36,32,38,222,44.4,犬派,煎茶
S0628,山本 里佳,女,3-C,2024-06,59,66,81,72,83,361,72.2,猫派,抹茶
S0629,小林 七夏,女,2-A,2024-06,64,69,77,64,62,336,67.2,猫派,抹茶
S0630,鈴木 里佳,女,1-B,2024-06,57,48,63,43,27,238,47.6,猫派,煎茶
S0631,岡本 香織,女,3-C,2024-06,84,68,54,51,80,337,67.4,猫派,抹茶
S0632,岡田 康弘,男,2-D,2024-06,73,64,50,69,48,304,60.8,犬派,抹茶
S0633,岡本 真綾,女,3-A,2024-06,39,55,59,44,29,226,45.2,犬派,煎茶
S0634,高橋 篤司,男,1-D,2024-06,35,33,49,66,54,237,47.4,犬派,煎茶
S0635,鈴木 花子,女,2-C,2024-06,46,48,56,68,48,266,53.2,犬派,抹茶
S0636,小林 治,男,1-D,2024-06,100,89,89,89,93,460,92,猫派,玉露
S0637,佐々木 陽一,男,1-A,2024-06,73,49,59,67,73,321,64.2,猫派,抹茶
S0638,鈴木 太一,男,3-C,2024-06,90,96,80,91,85,442,88.4,犬派,玉露
S0639,小林 裕美子,女,3-D,2024-06,59,66,59,66,63,313,62.6,犬派,抹茶
S0640,山崎 亮介,男,3-B,2024-06,37,60,70,79,63,309,61.8,犬派,抹茶
S0641,小川 春香,女,3-C,2024-06,96,94,92,90,97,469,93.8,猫派,玉露
S0642,吉田 修平,男,2-C,2024-06,60,50,66,52,62,290,58,猫派,抹茶
S0643,鈴木 あすか,女,3-D,2024-06,83,85,75,82,72,397,79.4,犬派,抹茶
S0644,鈴木 陽子,女,2-A,2024-06,45,43,50,40,24,202,40.4,犬派,煎茶
